SUB,WORD_ORDER,ITEM,ORDER_TOP,SIZE_A_TOP,SIZE_B_TOP,ORDER_CENTER,SIZE_A_CENTER,SIZE_B_CENTER,ORDER_BOTTOM,SIZE_A_BOTTOM,SIZE_B_BOTTOM,CHOICE,CHOICE_SIZE
1516374957,0,30,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516374957,0,35,1,120,60,2,60,120,1,60,120,CENTER,LARGER
1516374957,0,5,2,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516374957,0,20,2,120,60,2,120,120,1,60,120,BOTTOM,SMALLER
1516374957,0,10,1,120,60,1,60,120,1,120,120,BOTTOM,EQUAL
1516375035,0,16,1,60,120,2,60,120,2,120,60,TOP,SMALLER
1516375035,0,26,2,60,120,1,120,120,1,60,120,BOTTOM,SMALLER
1516375035,0,21,2,60,120,2,120,60,1,60,120,BOTTOM,SMALLER
1516375035,0,1,1,60,120,2,120,120,2,60,120,CENTER,EQUAL
1516375035,0,11,1,120,60,2,120,120,2,60,120,BOTTOM,LARGER
1516375035,0,36,2,120,60,1,120,120,1,120,60,TOP,SMALLER
1516375035,0,6,1,120,60,2,60,120,2,120,60,BOTTOM,SMALLER
1516375035,0,31,2,60,120,1,120,60,1,120,120,BOTTOM,EQUAL
1516377110,0,9,1,120,120,1,60,120,2,120,120,CENTER,SMALLER
1516377110,0,4,2,120,60,1,60,120,2,120,120,TOP,SMALLER
1516377110,0,29,1,120,120,2,120,60,2,60,120,CENTER,SMALLER
1516377110,0,24,2,120,120,1,120,60,1,60,120,TOP,EQUAL
1516377110,0,19,1,120,60,1,120,120,1,60,120,TOP,LARGER
1516377110,0,34,1,120,60,2,60,120,2,120,120,TOP,LARGER
1516377110,0,14,2,120,60,2,60,120,2,120,120,TOP,SMALLER
1516377324,0,18,2,120,60,1,120,120,2,120,120,CENTER,EQUAL
1516377324,0,3,1,120,120,1,120,60,2,120,60,TOP,EQUAL
1516377324,0,28,2,120,120,1,120,120,1,120,60,CENTER,EQUAL
1516377324,0,23,1,120,120,1,120,60,1,60,120,TOP,EQUAL
1516377324,0,13,1,120,60,2,120,60,1,60,120,BOTTOM,SMALLER
1516377324,0,33,1,120,60,2,60,120,2,120,60,CENTER,LARGER
1516377324,0,8,2,120,60,2,120,120,2,60,120,CENTER,EQUAL
1516377711,0,2,1,60,120,2,120,120,2,120,60,CENTER,EQUAL
1516377711,0,12,1,120,60,2,120,120,1,120,120,TOP,LARGER
1516377711,0,17,1,120,60,2,120,120,2,120,60,CENTER,EQUAL
1516377711,0,22,2,60,120,2,120,60,1,120,120,CENTER,SMALLER
1516377711,0,7,2,120,120,2,120,60,1,60,120,CENTER,SMALLER
1516377711,0,32,1,60,120,1,120,60,2,60,120,CENTER,LARGER
1516377711,0,27,1,60,120,2,120,120,1,120,60,CENTER,EQUAL
1516380410,0,16,2,120,120,1,120,60,1,120,120,TOP,EQUAL
1516380410,0,1,2,60,120,2,120,60,1,120,120,BOTTOM,EQUAL
1516380410,0,36,2,120,60,2,60,120,1,120,60,BOTTOM,LARGER
1516380410,0,11,2,120,120,1,120,120,1,120,60,TOP,EQUAL
1516380410,0,6,2,120,120,2,60,120,1,60,120,CENTER,LARGER
1516380410,0,21,2,120,120,1,60,120,1,120,60,BOTTOM,LARGER
1516380410,0,31,1,120,120,2,120,120,2,60,120,CENTER,EQUAL
1516380410,0,26,2,120,60,1,120,60,1,120,120,CENTER,LARGER
1516382294,0,9,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516382294,0,29,2,120,60,2,120,120,1,60,120,CENTER,EQUAL
1516382294,0,4,2,120,120,1,120,60,2,120,60,TOP,EQUAL
1516382294,0,19,2,60,120,1,120,60,2,120,120,BOTTOM,EQUAL
1516382294,0,34,1,120,120,1,120,60,1,60,120,CENTER,LARGER
1516382294,0,24,2,120,60,1,120,60,2,120,120,CENTER,LARGER
1516382294,0,14,1,120,120,1,60,120,2,120,60,TOP,EQUAL
