CHOICE,ITEM,SUB,custom_id,equal_size,left_larger,left_smaller,mode_id
1,9,1516293814,5118,0,1,0,1
0,9,1516293814,5118,0,1,0,2
0,9,1516293814,5118,0,0,1,3
0,13,1516293814,5120,0,1,0,1
0,13,1516293814,5120,0,0,1,2
1,13,1516293814,5120,0,1,0,3
0,3,1516293814,5122,0,0,1,1
1,3,1516293814,5122,1,0,0,2
0,3,1516293814,5122,0,1,0,3
0,36,1516293814,5124,1,0,0,1
0,36,1516293814,5124,0,1,0,2
1,36,1516293814,5124,0,1,0,3
0,1,1516293814,5126,0,1,0,1
1,1,1516293814,5126,1,0,0,2
0,1,1516293814,5126,0,0,1,3
0,30,1516293814,5128,0,0,1,1
1,30,1516293814,5128,0,1,0,2
0,30,1516293814,5128,0,0,1,3
0,23,1516293814,5130,0,1,0,1
1,23,1516293814,5130,0,0,1,2
0,23,1516293814,5130,1,0,0,3
0,21,1516293814,5134,0,1,0,1
1,21,1516293814,5134,0,0,1,2
0,21,1516293814,5134,0,0,1,3
1,29,1516293814,5136,0,1,0,1
0,29,1516293814,5136,0,1,0,2
0,29,1516293814,5136,1,0,0,3
0,25,1516293814,5138,0,1,0,1
1,25,1516293814,5138,1,0,0,2
0,25,1516293814,5138,0,0,1,3
0,6,1516293814,5140,0,1,0,1
1,6,1516293814,5140,1,0,0,2
0,6,1516293814,5140,0,0,1,3
0,14,1516293814,5144,0,1,0,1
0,14,1516293814,5144,0,0,1,2
1,14,1516293814,5144,1,0,0,3
0,34,1516293814,5148,0,0,1,1
1,34,1516293814,5148,0,1,0,2
0,34,1516293814,5148,0,0,1,3
0,4,1516293814,5150,0,0,1,1
1,4,1516293814,5150,1,0,0,2
0,4,1516293814,5150,0,0,1,3
0,15,1516293814,5152,1,0,0,1
1,15,1516293814,5152,0,0,1,2
0,15,1516293814,5152,0,1,0,3
0,5,1516294273,5161,0,1,0,1
0,5,1516294273,5161,1,0,0,2
1,5,1516294273,5161,0,0,1,3
1,32,1516294273,5163,0,1,0,1
0,32,1516294273,5163,0,1,0,2
0,32,1516294273,5163,1,0,0,3
